,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index,error_message
800,9534,tt1253864,movie,Immortals,Immortals,0,2011,\N,110,"Action,Drama,Fantasy",immortals,2011-11-11,Immortals,75000000.0,83504017.0,211562435.0,Relativity,R,Action,1,6.0,174536.0,24.826923076923077,
801,5052,tt0780536,movie,In Bruges,In Bruges,0,2008,\N,107,"Comedy,Crime,Drama",in bruges,2008-02-08,In Bruges,15000000.0,7800825.0,34533783.0,Focus Features,R,Comedy,1,7.9,453015.0,15.326923076923077,
802,25501,tt4411618,movie,In Dubious Battle,In Dubious Battle,0,2016,\N,110,"Crime,Drama,History",in dubious battle,2017-02-17,In Dubious Battle,15000000.0,0.0,214182.0,Momentum Pictures,R,Drama,1,6.0,4431.0,12.5,
803,2433,tt0385267,movie,In Good Company,In Good Company,0,2004,\N,110,"Comedy,Drama,Romance",in good,2004-12-29,In Good Company,26000000.0,45489752.0,63489752.0,Universal,PG-13,Comedy,1,6.5,56203.0,9.384615384615385,
804,3209,tt0487156,movie,In Her Line of Fire,In Her Line of Fire,0,2006,\N,88,"Action,Drama",in her line of fire,2006-04-21,In Her Line of Fire,1000000.0,884.0,884.0,Regent Releasing,R,Action,1,3.6,1074.0,,"HTTPSConnectionPool(host='trends.google.com', port=443): Max retries exceeded with url: /trends/api/widgetdata/multiline?req=%7B%22time%22%3A+%222005-04-21+2006-04-21%22%2C+%22resolution%22%3A+%22WEEK%22%2C+%22locale%22%3A+%22en-US%22%2C+%22comparisonItem%22%3A+%5B%7B%22geo%22%3A+%7B%7D%2C+%22complexKeywordsRestriction%22%3A+%7B%22keyword%22%3A+%5B%7B%22type%22%3A+%22BROAD%22%2C+%22value%22%3A+%22In+Her+Line+of+Fire%22%7D%5D%7D%7D%5D%2C+%22requestOptions%22%3A+%7B%22property%22%3A+%22%22%2C+%22backend%22%3A+%22IZG%22%2C+%22category%22%3A+0%7D%2C+%22userConfig%22%3A+%7B%22userType%22%3A+%22USER_TYPE_SCRAPER%22%7D%7D&token=APP6_UEAAAAAZVjdLAVc-KNmE2QvkmvVT5PH2UUO3f99&tz=360 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1264ef550>: Failed to resolve 'trends.google.com' ([Errno 8] nodename nor servname provided, or not known)""))"
805,1403,tt0247425,movie,In the Bedroom,In the Bedroom,0,2001,\N,131,"Crime,Drama",in the bedroom,2001-11-23,In the Bedroom,1700000.0,35930604.0,42137871.0,Miramax,R,Drama,1,7.4,41762.0,,The request failed: Google returned a response with code 500
806,11460,tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0,2015,\N,122,"Action,Adventure,Biography",in the heart of the sea,2015-12-11,In the Heart of the Sea,100000000.0,25020758.0,89693309.0,Warner Bros.,PG-13,Adventure,1,6.9,146203.0,,The request failed: Google returned a response with code 429
807,2698,tt0419843,movie,In the Land of Women,In the Land of Women,0,2007,\N,97,"Comedy,Drama,Romance",in the land of women,2007-04-20,In the Land of Women,10500000.0,11052958.0,14140402.0,Warner Bros.,PG-13,Comedy,1,6.4,32448.0,5.461538461538462,
808,3135,tt0478134,movie,In the Valley of Elah,In the Valley of Elah,0,2007,\N,121,"Crime,Drama,Mystery",in the valley of elah,2007-09-14,In the Valley of Elah,23000000.0,6777741.0,24489150.0,Warner Bros.,R,Drama,1,7.2,74527.0,6.846153846153846,
809,9558,tt1255953,movie,Incendies,Incendies,0,2010,\N,131,"Drama,Mystery,War",incendies,2010-09-17,Incendies,6800000.0,6857096.0,16038343.0,Sony Pictures Classics,R,Drama,1,8.3,191249.0,10.307692307692308,
