,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index,error_message
1800,2820,tt0433416,movie,The Namesake,The Namesake,0,2006,\N,122,Drama,namesake,2007-03-09,The Namesake,8500000.0,13610521.0,20288774.0,Fox Searchlight,PG-13,Drama,1,7.5,21477.0,11.423076923076923,
1801,4958,tt0762121,movie,The Nativity Story,The Nativity Story,0,2006,\N,101,"Adventure,Drama,Family",nativity story,2006-12-01,The Nativity Story,35000000.0,37629831.0,46309644.0,New Line,PG,Drama,1,6.8,12090.0,5.076923076923077,
1802,16373,tt1974419,movie,The Neon Demon,The Neon Demon,0,2016,\N,117,"Horror,Thriller",neon demon,2016-06-24,The Neon Demon,7500000.0,1333124.0,3559803.0,Broad Green Pictures,R,Horror,1,6.1,102026.0,6.0,
1803,1365,tt0241760,movie,The New Guy,The New Guy,0,2002,\N,88,Comedy,new guy,2002-05-10,The New Guy,13000000.0,28972187.0,28972187.0,Sony Pictures,PG-13,Comedy,1,5.8,37216.0,,The request failed: Google returned a response with code 500
1804,2579,tt0402399,movie,The New World,The New World,0,2005,\N,135,"Biography,Drama,History",new world,2005-12-25,The New World,30000000.0,12712093.0,26184400.0,New Line,PG-13,Adventure,1,6.7,88824.0,71.75471698113208,
1805,23584,tt3530002,movie,The Night Before,The Night Before,0,2015,\N,101,"Comedy,Fantasy",night before,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,Sony Pictures,R,Comedy,1,6.4,79594.0,14.23076923076923,
1806,2914,tt0448075,movie,The Night Listener,The Night Listener,0,2006,\N,91,"Crime,Drama,Horror",night listener,2006-08-04,The Night Listener,4000000.0,7836393.0,10770993.0,Miramax,R,Drama,1,5.9,15862.0,4.115384615384615,
1807,2016,tt0332280,movie,The Notebook,The Notebook,0,2004,\N,123,"Drama,Romance",notebook,2004-06-25,The Notebook,30000000.0,81001787.0,116025023.0,New Line,PG-13,Drama,1,7.8,602717.0,12.28,
1808,15494,tt1821658,movie,The Nut Job,The Nut Job,0,2014,\N,85,"Adventure,Animation,Comedy",nut job,2014-01-17,The Nut Job,30000000.0,64251538.0,122529966.0,Open Road,PG,Adventure,1,5.7,29776.0,4.5,
1809,23486,tt3486626,movie,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,0,2017,\N,91,"Adventure,Animation,Comedy",nut job  nutty by nature,2017-08-11,The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57465156.0,Open Road,PG,Adventure,1,5.5,7118.0,7.865384615384615,
1810,12416,tt1462769,movie,The Odd Life of Timothy Green,The Odd Life of Timothy Green,0,2012,\N,105,"Comedy,Drama,Family",odd life of timothy green,2012-08-15,The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0,Walt Disney,PG,Drama,1,6.6,48152.0,5.365384615384615,
1811,1524,tt0267804,movie,The One,The One,0,2001,\N,87,"Action,Sci-Fi,Thriller",one,2001-11-02,The One,49000000.0,43905746.0,72689126.0,Sony Pictures,PG-13,Action,1,5.9,94990.0,,The request failed: Google returned a response with code 500
1812,6093,tt1007018,movie,The Open Road,The Open Road,0,2009,\N,91,"Comedy,Drama",open road,2009-08-28,The Open Road,10000000.0,19716.0,19716.0,Anchor Bay Entertai…,PG-13,Drama,1,5.5,3691.0,23.576923076923077,
1813,3071,tt0467200,movie,The Other Boleyn Girl,The Other Boleyn Girl,0,2008,\N,115,"Biography,Drama,History",other boleyn girl,2008-02-29,The Other Boleyn Girl,40000000.0,26814957.0,78269970.0,Sony Pictures,PG-13,Drama,1,6.7,118186.0,9.807692307692308,
1814,11405,tt1386588,movie,The Other Guys,The Other Guys,0,2010,\N,107,"Action,Comedy,Crime",other guys,2010-08-06,The Other Guys,100000000.0,119219978.0,170936470.0,Sony Pictures,PG-13,Comedy,1,6.6,282546.0,3.6923076923076925,
1815,1418,tt0250371,movie,The Other Side of Heaven,The Other Side of Heaven,0,2001,\N,113,"Adventure,Biography,Drama",other side of heaven,2001-12-14,The Other Side of Heaven,7000000.0,4720371.0,4720371.0,Excel Entertainment,PG,Drama,1,6.3,4649.0,,The request failed: Google returned a response with code 500
1816,1311,tt0230600,movie,The Others,The Others,0,2001,\N,101,"Horror,Mystery,Thriller",others,2001-08-10,The Others,17000000.0,96522687.0,207765056.0,Miramax,PG-13,Horror,1,7.6,385787.0,,"HTTPSConnectionPool(host='trends.google.com', port=443): Read timed out. (read timeout=5)"
1817,2518,tt0395699,movie,The Pacifier,The Pacifier,0,2005,\N,95,"Action,Comedy,Drama",pacifier,2005-03-04,The Pacifier,56000000.0,113006880.0,198006880.0,Walt Disney,PG,Comedy,1,5.6,99259.0,6.615384615384615,
1818,2911,tt0446755,movie,The Painted Veil,The Painted Veil,0,2006,\N,125,"Drama,Romance",painted veil,2006-12-20,The Painted Veil,19400000.0,8060487.0,15118795.0,Warner Independent,PG-13,Drama,1,7.4,95260.0,8.192307692307692,
1819,2036,tt0335345,movie,The Passion of the Christ,The Passion of the Christ,0,2004,\N,127,Drama,passion of the christ,2004-02-25,The Passion of the Christ,25000000.0,370782930.0,622341924.0,Newmarket Films,R,Drama,1,7.2,245371.0,22.5,
1820,19595,tt2452042,movie,The Peanuts Movie,The Peanuts Movie,0,2015,\N,88,"Adventure,Animation,Comedy",peanuts movie,2015-11-06,The Peanuts Movie,99000000.0,130178411.0,250091610.0,20th Century Fox,G,Adventure,1,7.0,48818.0,4.903846153846154,
1821,30133,tt6741932,tvEpisode,The Perfect Game,The Perfect Game,0,2018,\N,49,"Action,Crime,Drama",perfect game,2010-04-16,The Perfect Game,12500000.0,1089445.0,3931367.0,Slowhand Cinema,PG,Drama,1,8.8,7291.0,11.0,
1822,19481,tt2414822,movie,The Perfect Wave,The Perfect Wave,0,2014,\N,94,"Adventure,Biography,Drama",perfect wave,2014-07-11,The Perfect Wave,4000000.0,0.0,0.0,,PG,Drama,1,4.6,1222.0,22.596153846153847,
1823,14488,tt1659337,movie,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0,2012,\N,103,Drama,perks of being a wallflower,2012-09-21,The Perks of Being a Wallflower,13000000.0,17742948.0,33069303.0,Lionsgate,PG-13,Drama,1,7.9,537455.0,16.0,
1824,1441,tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music",pianist,2002-12-27,The Pianist,35000000.0,32519322.0,111854182.0,Focus Features,R,Drama,1,8.5,885830.0,,"HTTPSConnectionPool(host='trends.google.com', port=443): Read timed out. (read timeout=5)"
1825,2414,tt0383216,movie,The Pink Panther,The Pink Panther,0,2006,\N,93,"Adventure,Comedy,Crime",pink panther,2006-02-10,The Pink Panther,80000000.0,82226474.0,158926474.0,Sony Pictures,PG,Adventure,1,5.7,91008.0,21.25,
1826,11990,tt1430626,movie,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,0,2012,\N,88,"Adventure,Animation,Comedy",pirates band of misfits,2012-04-27,The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0,Sony Pictures,PG,Adventure,1,6.7,50711.0,3.8846153846153846,
1827,15469,tt1817273,movie,The Place Beyond the Pines,The Place Beyond the Pines,0,2012,\N,140,"Crime,Drama,Thriller",place beyond the pines,2013-03-29,The Place Beyond the Pines,15000000.0,21403519.0,47011449.0,Focus Features,R,Drama,1,7.3,284628.0,8.576923076923077,
1828,1337,tt0237572,movie,The Pledge,The Pledge,0,2001,\N,124,"Crime,Drama,Mystery",pledge,2001-01-19,The Pledge,45000000.0,19719930.0,29406132.0,Warner Bros.,R,Drama,1,6.8,65078.0,,"HTTPSConnectionPool(host='trends.google.com', port=443): Read timed out. (read timeout=5)"
1829,6227,tt1014806,movie,The Poker House,The Poker House,0,2008,\N,93,Drama,poker house,2009-07-17,The Poker House,1000000.0,0.0,0.0,Phase 4 Films,R,Drama,1,6.3,5787.0,23.26923076923077,
1830,2062,tt0338348,movie,The Polar Express,The Polar Express,0,2004,\N,100,"Adventure,Animation,Comedy",polar express,2004-11-10,The Polar Express,170000000.0,186493587.0,310634169.0,Warner Bros.,G,Adventure,1,6.6,228139.0,5.933333333333334,
1831,29295,tt6294822,movie,The Post,The Post,0,2017,\N,116,"Biography,Drama,History",post,2017-12-22,The Post,50000000.0,81903458.0,179769457.0,20th Century Fox,PG-13,Drama,1,7.2,159235.0,64.26923076923077,
1832,1050,tt0175058,tvSeries,The Powerpuff Girls,The Powerpuff Girls,0,1998,2004,30,"Action,Adventure,Animation",powerpuff girls,2002-07-03,The Powerpuff Girls,25000000.0,11411644.0,16425701.0,Warner Bros.,PG,Adventure,1,7.3,46499.0,,The request failed: Google returned a response with code 500
1833,24318,tt3829266,movie,The Predator,The Predator,0,2018,\N,107,"Action,Adventure,Horror",predator,2018-09-14,The Predator,88000000.0,50787159.0,127987159.0,20th Century Fox,R,Action,1,5.3,140666.0,7.6923076923076925,
1834,7194,tt1085492,movie,The Prince,The Prince,0,2014,\N,93,"Action,Thriller",prince,2014-08-22,The Prince,18000000.0,0.0,0.0,Lionsgate,R,Action,1,4.6,19069.0,78.75,
1835,1406,tt0247638,movie,The Princess Diaries,The Princess Diaries,0,2001,\N,115,"Comedy,Family,Romance",princess diaries,2001-08-03,The Princess Diaries,30000000.0,108244774.0,165334774.0,Walt Disney,G,Comedy,1,6.4,158936.0,,The request failed: Google returned a response with code 500
1836,5051,tt0780521,movie,The Princess and the Frog,The Princess and the Frog,0,2009,\N,97,"Adventure,Animation,Comedy",princess and the frog,2009-11-25,The Princess and the Frog,105000000.0,104400899.0,270997378.0,Walt Disney,G,Adventure,1,7.1,161307.0,18.057692307692307,
1837,26241,tt4776998,movie,The Promise,The Promise,0,2016,\N,133,"Action,Adventure,Drama",promise,2017-04-21,The Promise,90000000.0,8224288.0,10551417.0,Open Road,PG-13,Drama,1,6.1,177771.0,17.0,
1838,28033,tt5675620,tvSeries,The Punisher,The Punisher,0,2017,2019,53,"Action,Crime,Drama",punisher,2004-04-16,The Punisher,33000000.0,33664370.0,54533774.0,Lionsgate,R,Action,1,8.5,256785.0,23.933333333333334,
1839,24852,tt4094724,movie,The Purge: Election Year,The Purge: Election Year,0,2016,\N,108,"Action,Horror,Sci-Fi",purge election year,2016-07-01,The Purge: Election Year,10000000.0,79042440.0,118557124.0,Universal,R,Horror,1,6.0,107824.0,4.0,
1840,2975,tt0454921,movie,The Pursuit of Happyness,The Pursuit of Happyness,0,2006,\N,117,"Biography,Drama",pursuit of happyness,2006-12-15,The Pursuit of Happyness,55000000.0,162586036.0,307311093.0,Sony Pictures,PG-13,Drama,1,8.0,546368.0,6.961538461538462,
1841,2845,tt0436697,movie,The Queen,The Queen,0,2006,\N,103,"Biography,Drama",queen,2006-09-30,The Queen,15000000.0,56441711.0,128885873.0,Miramax,PG-13,Drama,1,7.3,114879.0,86.51923076923077,
1842,2660,tt0414951,movie,The Quiet,The Quiet,0,2005,\N,96,"Crime,Drama,Thriller",quiet,2006-08-25,The Quiet,900000.0,381420.0,381420.0,Sony Pictures Classics,R,Drama,1,6.1,17334.0,69.78846153846153,
1843,1476,tt0258068,movie,The Quiet American,The Quiet American,0,2002,\N,101,"Drama,Romance,Thriller",quiet american,2002-11-22,The Quiet American,20000000.0,12987647.0,26348203.0,Miramax,R,Drama,1,7.0,29397.0,,The request failed: Google returned a response with code 500
1844,2085,tt0341540,movie,The R.M.,The R.M.,0,2003,\N,101,"Comedy,Crime,Family",rm,2003-01-31,The R.M.,500000.0,1111615.0,1111615.0,Halestone,PG,Comedy,1,6.1,861.0,,The request failed: Google returned a response with code 500
1845,16928,tt2058107,movie,The Railway Man,The Railway Man,0,2013,\N,116,"Biography,Drama,Romance",railway man,2014-04-11,The Railway Man,18000000.0,4438438.0,23910210.0,Weinstein Co.,R,Drama,1,7.1,42091.0,18.73076923076923,
1846,5903,tt0976051,movie,The Reader,The Reader,0,2008,\N,124,"Drama,Mystery,Romance",reader,2008-12-10,The Reader,32500000.0,34194407.0,112964875.0,Weinstein Co.,R,Drama,1,7.6,255047.0,37.19230769230769,
1847,2899,tt0444682,movie,The Reaping,The Reaping,0,2007,\N,99,"Horror,Thriller",reaping,2007-04-05,The Reaping,40000000.0,25126214.0,62226214.0,Warner Bros.,R,Horror,1,5.6,44268.0,4.326923076923077,
1848,16815,tt2032557,movie,The Reluctant Fundamentalist,The Reluctant Fundamentalist,0,2012,\N,130,"Drama,Thriller",reluctant fundamentalist,2013-04-26,The Reluctant Fundamentalist,15000000.0,528731.0,528731.0,IFC Films,R,Drama,1,6.8,14496.0,20.76923076923077,
1849,26462,tt4902904,movie,The Resurrection of Gavin Stone,The Resurrection of Gavin Stone,0,2017,\N,91,"Comedy,Drama,Family",resurrection of gavin stone,2017-01-20,The Resurrection of Gavin Stone,2000000.0,2303792.0,2303792.0,High Top Releasing,PG,Comedy,1,6.3,2459.0,2.980769230769231,
