,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,error_message,search_index
422,9602,tt1259528,movie,Den of Thieves,Den of Thieves,0,2018,\N,140,"Action,Crime,Drama",den of thieves,2018-01-19,Den of Thieves,30000000.0,44947622.0,79424321.0,STX Entertainment,R,Action,1,7.0,120461.0,The request failed: Google returned a response with code 429,
423,25979,tt4645330,movie,Denial,Denial,0,2016,\N,109,"Biography,Drama",denial,2016-09-30,Denial,10000000.0,4073448.0,9263940.0,Bleecker Street,PG-13,Drama,1,6.8,22967.0,The request failed: Google returned a response with code 429,
424,8185,tt1153528,tvEpisode,Der Untergang,Der Untergang,0,2003,\N,55,"Documentary,History,War",der untergang,2005-02-18,Der Untergang,13500000.0,5501940.0,93631744.0,Newmarket Films,R,Drama,1,8.0,34.0,,18.28846153846154
425,2539,tt0398017,movie,Derailed,Derailed,0,2005,\N,108,"Crime,Drama,Thriller",derailed,2005-11-11,Derailed,22000000.0,36020063.0,57520063.0,Weinstein Co.,R,Action,1,6.6,75672.0,The request failed: Google returned a response with code 429,
426,19421,tt2403393,movie,Desert Dancer,Desert Dancer,0,2014,\N,104,"Biography,Drama,Music",desert dancer,2015-04-10,Desert Dancer,4000000.0,155271.0,338109.0,Relativity,PG-13,Drama,1,6.2,2002.0,,14.76923076923077
427,10512,tt1323594,movie,Despicable Me,Despicable Me,0,2010,\N,95,"Adventure,Animation,Comedy",despicable me,2010-07-09,Despicable Me,69000000.0,251513985.0,543464573.0,Universal,PG,Adventure,1,7.6,571565.0,The request failed: Google returned a response with code 429,
428,14689,tt1690953,movie,Despicable Me 2,Despicable Me 2,0,2013,\N,98,"Adventure,Animation,Comedy",despicable me ,2013-07-03,Despicable Me 2,76000000.0,368065385.0,975216835.0,Universal,PG,Adventure,1,7.3,417763.0,,5.5576923076923075
429,14801,tt1701990,movie,Detention,Detention,0,2011,\N,95,"Comedy,Horror,Romance",detention,2012-04-13,Detention,10000000.0,0.0,0.0,Samuel Goldwyn Films,R,Comedy,1,5.6,16227.0,,35.09615384615385
430,2260,tt0367652,movie,Deuce Bigalow: European Gigolo,Deuce Bigalow: European Gigolo,0,2005,\N,83,Comedy,deuce bigalow european gigolo,2005-08-12,Deuce Bigalow: European Gigolo,22000000.0,22400154.0,45273464.0,Sony Pictures,R,Comedy,1,4.7,52763.0,The request failed: Google returned a response with code 429,
431,1315,tt0231448,movie,Deuces Wild,Deuces Wild,0,2002,\N,96,"Action,Drama",deuces wild,2002-05-03,Deuces Wild,10000000.0,6044618.0,6244618.0,MGM,R,Drama,1,5.6,7749.0,The request failed: Google returned a response with code 500,
432,10381,tt1314655,movie,Devil,Devil,0,2010,\N,80,"Horror,Mystery,Thriller",devil,2010-09-17,Devil,10000000.0,33679655.0,63354114.0,Universal,PG-13,Horror,1,6.3,154898.0,,32.71153846153846
433,20768,tt2752758,movie,Devil's Due,Devil's Due,0,2014,\N,89,"Horror,Mystery",devils due,2014-01-17,Devil's Due,7000000.0,15821461.0,36146087.0,20th Century Fox,R,Horror,1,4.2,17603.0,"HTTPSConnectionPool(host='trends.google.com', port=443): Max retries exceeded with url: /trends/api/explore?hl=en-US&tz=360&req=%7B%22comparisonItem%22%3A+%5B%7B%22keyword%22%3A+%22Devil%27s+Due%22%2C+%22time%22%3A+%222013-01-17+2014-01-17%22%2C+%22geo%22%3A+%22%22%7D%5D%2C+%22category%22%3A+0%2C+%22property%22%3A+%22%22%7D (Caused by ProxyError('Cannot connect to proxy.', timeout('_ssl.c:1106: The handshake operation timed out')))",
434,24835,tt4082068,movie,Dheepan,Dheepan,0,2015,\N,115,"Crime,Drama",dheepan,2016-05-06,Dheepan,9000000.0,248795.0,7704357.0,Sundance Selects,R,Drama,1,7.2,16602.0,The request failed: Google returned a response with code 429,
435,2722,tt0422093,movie,Diary of a Mad Black Woman,Diary of a Mad Black Woman,0,2005,\N,116,"Comedy,Drama,Romance",diary of a mad black woman,2005-02-25,Diary of a Mad Black Woman,5500000.0,50406346.0,50458356.0,Lionsgate,PG-13,Drama,1,5.7,15570.0,The request failed: Google returned a response with code 429,
436,8743,tt1196141,movie,Diary of a Wimpy Kid,Diary of a Wimpy Kid,0,2010,\N,94,"Comedy,Drama,Family",diary of a wimpy kid,2010-03-19,Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,20th Century Fox,PG,Adventure,1,6.2,56300.0,,5.173076923076923
437,16767,tt2023453,movie,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,0,2012,\N,94,"Comedy,Family",diary of a wimpy kid dog days,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,20th Century Fox,PG,Adventure,1,6.3,28896.0,,6.9423076923076925
438,14415,tt1650043,movie,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,0,2011,\N,100,"Comedy,Family",diary of a wimpy kid rodrick rules,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,20th Century Fox,PG,Adventure,1,6.6,35345.0,The request failed: Google returned a response with code 429,
439,28748,tt6003368,movie,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,0,2017,\N,91,"Adventure,Comedy,Family",diary of a wimpy kid the long haul,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35608734.0,20th Century Fox,PG,Adventure,1,4.3,10464.0,,10.115384615384615
440,5411,tt0848557,movie,Diary of the Dead,Diary of the Dead,0,2007,\N,95,"Fantasy,Horror,Sci-Fi",diary of the dead,2008-02-15,Diary of the Dead,2750000.0,952620.0,5394447.0,Weinstein Co.,R,Horror,1,5.5,48803.0,,10.346153846153847
441,1960,tt0325258,movie,Dickie Roberts: Former Child Star,Dickie Roberts: Former Child Star,0,2003,\N,98,Comedy,dickie roberts former child star,2003-09-05,Dickie Roberts: Former Child Star,17000000.0,22734486.0,23734486.0,Paramount Pictures,PG-13,Comedy,1,5.5,15308.0,The request failed: Google returned a response with code 500,
442,1393,tt0246460,movie,Die Another Day,Die Another Day,0,2002,\N,133,"Action,Adventure,Thriller",die another day,2002-11-22,Die Another Day,142000000.0,160942139.0,431942139.0,MGM,PG-13,Action,1,6.1,226275.0,The request failed: Google returned a response with code 500,
443,15061,tt1744052,tvEpisode,Die Fälscher,Die Fälscher,0,2010,\N,28,"Crime,Family",die flscher,2008-02-22,Die Fälscher,6250000.0,5488570.0,20199663.0,Sony Pictures Classics,R,Drama,1,6.6,9.0,The request failed: Google returned a response with code 429,
444,8851,tt12049182,tvEpisode,Die Welle,Die Welle,0,1983,\N,\N,\N,die welle,2011-05-27,Die Welle,7250000.0,0.0,35122948.0,IFC Films,,Drama,1,,,,20.78846153846154
445,1303,tt0229340,movie,Dinner Rush,Dinner Rush,0,2000,\N,99,"Crime,Drama,Romance",dinner rush,2001-09-28,Dinner Rush,2000000.0,638227.0,1075504.0,Access Motion Pictu…,R,Drama,1,7.3,5868.0,The request failed: Google returned a response with code 500,
446,2766,tt0427152,movie,Dinner for Schmucks,Dinner for Schmucks,0,2010,\N,114,Comedy,dinner for schmucks,2010-07-30,Dinner for Schmucks,69000000.0,73026337.0,86796502.0,Paramount Pictures,PG-13,Comedy,1,5.9,109937.0,,4.076923076923077
447,15800,tt1860213,movie,Dirty Grandpa,Dirty Grandpa,0,2016,\N,102,Comedy,dirty grandpa,2016-01-22,Dirty Grandpa,11500000.0,35593113.0,105241410.0,Lionsgate,R,Comedy,1,5.9,130783.0,,4.365384615384615
448,1793,tt0301199,movie,Dirty Pretty Things,Dirty Pretty Things,0,2002,\N,97,"Crime,Drama,Thriller",dirty pretty things,2003-07-18,Dirty Pretty Things,10000000.0,8112414.0,14156753.0,Miramax,R,Drama,1,7.3,43733.0,The request failed: Google returned a response with code 500,
449,8968,tt1213644,movie,Disaster Movie,Disaster Movie,0,2008,\N,87,"Comedy,Sci-Fi",disaster movie,2008-08-29,Disaster Movie,20000000.0,14190901.0,36720752.0,Lionsgate,PG-13,Comedy,1,1.9,93860.0,,6.615384615384615
450,15665,tt1840309,movie,Divergent,Divergent,0,2014,\N,139,"Action,Adventure,Mystery",divergent,2014-03-21,Divergent,85000000.0,150947895.0,276014965.0,Lionsgate,PG-13,Adventure,1,6.6,479624.0,The request failed: Google returned a response with code 429,
451,24782,tt4056738,movie,Do You Believe?,Do You Believe?,0,2015,\N,120,Drama,do you believe,2015-03-20,Do You Believe?,2300000.0,12985600.0,14305450.0,Pure Flix Entertain…,PG-13,Drama,1,6.0,8115.0,The request failed: Google returned a response with code 429,
452,8941,tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy",doctor strange,2016-11-04,Doctor Strange,165000000.0,232641920.0,676486457.0,Walt Disney,PG-13,Action,1,7.5,785647.0,,6.826923076923077
453,2222,tt0364725,movie,Dodgeball: A True Underdog Story,Dodgeball: A True Underdog Story,0,2004,\N,92,"Comedy,Sport",dodgeball a true underdog story,2004-06-18,Dodgeball: A True Underdog Story,30000000.0,114326736.0,167791704.0,20th Century Fox,PG-13,Comedy,1,6.7,262405.0,,21.333333333333332
454,13678,tt1564349,movie,Dolphin Tale,Dolphin Tale,0,2011,\N,113,"Drama,Family",dolphin tale,2011-09-23,Dolphin Tale,37000000.0,72286779.0,96068724.0,Warner Bros.,PG,Drama,1,6.8,25382.0,The request failed: Google returned a response with code 429,
455,22120,tt2978462,movie,Dolphin Tale 2,Dolphin Tale 2,0,2014,\N,107,"Drama,Family",dolphin tale ,2014-09-12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,Warner Bros.,PG,Drama,1,6.4,9659.0,The request failed: Google returned a response with code 429,
456,19414,tt2402105,movie,Dom Hemingway,Dom Hemingway,0,2013,\N,93,"Comedy,Crime,Drama",dom hemingway,2014-04-02,Dom Hemingway,7000000.0,523511.0,1857458.0,Fox Searchlight,R,Comedy,1,6.1,27432.0,The request failed: Google returned a response with code 429,
457,2712,tt0421054,movie,Domino,Domino,0,2005,\N,127,"Action,Biography,Crime",domino,2005-10-14,Domino,50000000.0,10169202.0,22969202.0,New Line,R,Action,1,5.9,68831.0,,54.76923076923077
458,9807,tt1270761,movie,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,0,2010,\N,99,"Fantasy,Horror,Thriller",dont be afraid of the dark,2011-08-26,Don't Be Afraid of the Dark,25000000.0,24046682.0,39126427.0,FilmDistrict,R,Horror,1,5.5,50263.0,"HTTPSConnectionPool(host='trends.google.com', port=443): Max retries exceeded with url: /trends/api/widgetdata/multiline?req=%7B%22time%22%3A+%222010-08-26+2011-08-26%22%2C+%22resolution%22%3A+%22WEEK%22%2C+%22locale%22%3A+%22en-US%22%2C+%22comparisonItem%22%3A+%5B%7B%22geo%22%3A+%7B%7D%2C+%22complexKeywordsRestriction%22%3A+%7B%22keyword%22%3A+%5B%7B%22type%22%3A+%22BROAD%22%2C+%22value%22%3A+%22Dont+Be+Afraid+of+the+Dark%22%7D%5D%7D%7D%5D%2C+%22requestOptions%22%3A+%7B%22property%22%3A+%22%22%2C+%22backend%22%3A+%22IZG%22%2C+%22category%22%3A+0%7D%2C+%22userConfig%22%3A+%7B%22userType%22%3A+%22USER_TYPE_SCRAPER%22%7D%7D&token=APP6_UEAAAAAZVjOVUCD6GJJC6L4yMpsgLAlPMc4hmes&tz=360 (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1123)')))",
459,1396,tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,\N,113,"Drama,Mystery,Sci-Fi",donnie darko,2001-10-26,Donnie Darko,4500000.0,1480006.0,7510877.0,Newmarket Films,R,Drama,1,8.0,834878.0,The request failed: Google returned a response with code 500,
460,4971,tt0763304,movie,Doogal,Doogal,0,2006,\N,85,"Adventure,Animation,Comedy",doogal,2006-02-24,Doogal,20000000.0,7578946.0,28058652.0,Weinstein Co.,G,Adventure,1,2.8,5333.0,The request failed: Google returned a response with code 429,
461,2695,tt0419706,movie,Doom,Doom,0,2005,\N,105,"Action,Horror,Sci-Fi",doom,2005-10-21,Doom,70000000.0,28212337.0,54612337.0,Universal,R,Horror,1,5.2,117514.0,,51.88461538461539
462,3181,tt0483607,movie,Doomsday,Doomsday,0,2008,\N,113,"Action,Sci-Fi,Thriller",doomsday,2008-03-14,Doomsday,33000000.0,11008770.0,21621188.0,Universal,R,Action,1,5.9,79101.0,The request failed: Google returned a response with code 429,
463,24375,tt3850214,movie,Dope,Dope,0,2015,\N,103,"Adventure,Comedy,Crime",dope,2015-06-19,Dope,7000000.0,17506470.0,18190831.0,Open Road,R,Comedy,1,7.2,88535.0,,36.5
464,1347,tt0238948,movie,Double Take,Double Take,0,2001,\N,88,"Action,Comedy,Crime",double take,2001-01-12,Double Take,24000000.0,29823162.0,29823162.0,Walt Disney,PG-13,Action,1,5.4,8690.0,The request failed: Google returned a response with code 500,
465,5692,tt0918927,movie,Doubt,Doubt,0,2008,\N,104,"Drama,Mystery",doubt,2008-12-12,Doubt,20000000.0,33446470.0,53191101.0,Miramax,PG-13,Drama,1,7.5,134569.0,The request failed: Google returned a response with code 429,
466,6812,tt1056477,movie,Down for Life,Down for Life,0,2009,\N,92,Drama,down for life,2011-01-14,Down for Life,3800000.0,41914.0,41914.0,B.D. Fox Independent,R,Drama,1,6.9,359.0,The request failed: Google returned a response with code 429,
467,1316,tt0231775,movie,Down to Earth,Down to Earth,0,2001,\N,87,"Comedy,Fantasy",down to earth,2001-02-16,Down to Earth,30000000.0,64172251.0,71172251.0,Paramount Pictures,PG-13,Comedy,1,5.4,24572.0,The request failed: Google returned a response with code 500,
468,11444,tt1389072,movie,Downsizing,Downsizing,0,2017,\N,135,"Drama,Fantasy,Sci-Fi",downsizing,2017-12-22,Downsizing,68000000.0,24449754.0,48681134.0,Paramount Pictures,R,Comedy,1,5.8,119291.0,,7.403846153846154
469,1358,tt0240462,movie,Dr. Dolittle 2,Dr. Dolittle 2,0,2001,\N,87,"Comedy,Family,Fantasy",dr dolittle ,2001-06-22,Dr. Dolittle 2,72000000.0,112950721.0,176101721.0,20th Century Fox,PG,Adventure,1,4.7,46779.0,The request failed: Google returned a response with code 500,
470,5305,tt0829150,movie,Dracula Untold,Dracula Untold,0,2014,\N,92,"Action,Drama,Fantasy",dracula untold,2014-10-10,Dracula Untold,70000000.0,55991880.0,220241723.0,Universal,PG-13,Action,1,6.2,204593.0,The request failed: Google returned a response with code 429,
471,18295,tt2223990,movie,Draft Day,Draft Day,0,2014,\N,110,"Drama,Sport",draft day,2014-04-11,Draft Day,25000000.0,28842237.0,29847480.0,Lionsgate,PG-13,Drama,1,6.8,65057.0,,7.480769230769231
472,2312,tt0372873,movie,Dragon Wars: D-War,D-War,0,2007,\N,107,"Action,Drama,Fantasy",dragon wars dwar,2007-09-14,Dragon Wars: D-War,32000000.0,10977721.0,79915361.0,Freestyle Releasing,PG-13,Action,1,3.5,25176.0,The request failed: Google returned a response with code 429,
473,7384,tt1098327,movie,Dragonball Evolution,Dragonball Evolution,0,2009,\N,85,"Action,Adventure,Fantasy",dragonball evolution,2009-04-10,Dragonball Evolution,30000000.0,9362785.0,58228460.0,20th Century Fox,PG,Adventure,1,2.5,78250.0,The request failed: Google returned a response with code 429,
474,1481,tt0259288,movie,Dragonfly,Dragonfly,0,2002,\N,104,"Drama,Fantasy,Mystery",dragonfly,2002-02-22,Dragonfly,60000000.0,30063805.0,30063805.0,Universal,PG-13,Drama,1,6.1,39625.0,The request failed: Google returned a response with code 500,
475,12401,tt1462041,movie,Dream House,Dream House,0,2011,\N,92,"Drama,Mystery,Thriller",dream house,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,Universal,PG-13,Horror,1,6.0,68621.0,The request failed: Google returned a response with code 429,
476,1658,tt0285531,movie,Dreamcatcher,Dreamcatcher,0,2003,\N,136,"Drama,Horror,Sci-Fi",dreamcatcher,2003-03-21,Dreamcatcher,68000000.0,33685268.0,75685268.0,Warner Bros.,R,Drama,1,5.5,95462.0,The request failed: Google returned a response with code 500,
477,10783,tt1343727,movie,Dredd,Dredd,0,2012,\N,95,"Action,Crime,Sci-Fi",dredd,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0,Lionsgate,R,Action,1,7.1,288919.0,The request failed: Google returned a response with code 429,
478,5248,tt0817538,movie,Drillbit Taylor,Drillbit Taylor,0,2008,\N,110,"Action,Comedy,Crime",drillbit taylor,2008-03-21,Drillbit Taylor,40000000.0,32862104.0,49686263.0,Paramount Pictures,PG-13,Comedy,1,5.7,61917.0,The request failed: Google returned a response with code 429,
479,18531,tt2265398,movie,Drinking Buddies,Drinking Buddies,0,2013,\N,90,"Comedy,Drama,Romance",drinking buddies,2013-08-23,Drinking Buddies,500000.0,343706.0,407100.0,Magnolia Pictures,R,Drama,1,6.1,60418.0,,8.153846153846153
480,5049,tt0780504,movie,Drive,Drive,0,2011,\N,100,"Action,Drama",drive,2011-09-16,Drive,15000000.0,35060689.0,81357930.0,FilmDistrict,R,Action,1,7.8,686983.0,,27.26923076923077
481,12934,tt1502404,movie,Drive Angry,Drive Angry,0,2011,\N,104,"Action,Comedy,Fantasy",drive angry,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,Summit Entertainment,R,Action,1,5.4,102427.0,,2.3461538461538463
482,845,tt0132245,movie,Driven,Driven,0,2001,\N,116,"Action,Drama,Sport",driven,2001-04-27,Driven,72000000.0,32616869.0,54616869.0,Warner Bros.,PG-13,Action,1,4.6,42596.0,The request failed: Google returned a response with code 500,
483,1817,tt0303933,movie,Drumline,Drumline,0,2002,\N,118,"Comedy,Drama,Music",drumline,2002-12-13,Drumline,20000000.0,56398162.0,56398162.0,20th Century Fox,PG-13,Comedy,1,5.9,35717.0,The request failed: Google returned a response with code 500,
484,16264,tt1950135,movie,Drunk Wedding,Drunk Wedding,0,2015,\N,81,Comedy,drunk wedding,2015-05-22,Drunk Wedding,600000.0,3301.0,3301.0,Paramount Pictures,R,Comedy,1,4.6,920.0,,40.86538461538461
485,9248,tt1231583,movie,Due Date,Due Date,0,2010,\N,95,"Comedy,Drama",due date,2010-11-05,Due Date,65000000.0,100539043.0,211739043.0,Warner Bros.,R,Comedy,1,6.5,354188.0,,30.423076923076923
486,14136,tt1618430,movie,Dum Maaro Dum,Dum Maaro Dum,0,2011,\N,128,"Action,Crime,Drama",dum maaro dum,2011-04-22,Dum Maaro Dum,5200000.0,564489.0,11633427.0,Fox Searchlight,R,Drama,1,6.2,4162.0,,4.461538461538462
487,2193,tt0361715,movie,Duma,Duma,0,2005,\N,100,"Adventure,Drama,Family",duma,2005-09-30,Duma,12000000.0,870067.0,994790.0,Warner Bros.,PG,Adventure,1,7.2,8505.0,,42.90384615384615
488,17163,tt2096672,movie,Dumb and Dumber To,Dumb and Dumber To,0,2014,\N,109,Comedy,dumb and dumber to,2014-11-14,Dumb and Dumber To,40000000.0,86208010.0,156553592.0,Universal,PG-13,Comedy,1,5.6,143040.0,The request failed: Google returned a response with code 429,
489,26670,tt5013056,movie,Dunkirk,Dunkirk,0,2017,\N,106,"Action,Drama,History",dunkirk,2017-07-21,Dunkirk,150000000.0,190068280.0,499900860.0,Warner Bros.,PG-13,Action,1,7.8,717165.0,,5.326923076923077
490,1517,tt0266489,movie,Duplex,Duplex,0,2003,\N,89,Comedy,duplex,2003-09-26,Duplex,40000000.0,9652000.0,10070651.0,Miramax,PG-13,Comedy,1,5.9,59961.0,The request failed: Google returned a response with code 500,
491,7957,tt1134666,movie,Dwegons and Leprechauns,Dwegons and Leprechauns,0,2014,\N,98,Animation,dwegons and leprechauns,2014-08-29,Dwegons and Leprechauns,20000000.0,0.0,0.0,,PG,Adventure,1,2.9,139.0,The request failed: Google returned a response with code 429,
492,6214,tt1013860,movie,Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,0,2010,\N,108,"Action,Comedy,Crime",dylan dog dead of night,2011-04-29,Dylan Dog: Dead of Night,20000000.0,1186538.0,6093725.0,Omin/Freestyle,PG-13,Horror,1,5.1,15524.0,The request failed: Google returned a response with code 429,
493,26117,tt4701724,movie,Early Man,Early Man,0,2018,\N,89,"Adventure,Animation,Comedy",early man,2018-02-16,Early Man,50000000.0,8267544.0,44773318.0,Lionsgate,PG,Adventure,1,6.1,23357.0,,6.980769230769231
494,17952,tt2183034,movie,Earth to Echo,Earth to Echo,0,2014,\N,91,"Adventure,Family,Sci-Fi",earth to echo,2014-07-02,Earth to Echo,13000000.0,38934842.0,42174545.0,Relativity,PG,Adventure,1,5.7,19594.0,The request failed: Google returned a response with code 429,
495,9984,tt1282140,movie,Easy A,Easy A,0,2010,\N,92,"Comedy,Drama,Romance",easy a,2010-09-17,Easy A,8000000.0,58401464.0,76200721.0,Sony Pictures,PG-13,Comedy,1,7.0,409251.0,The request failed: Google returned a response with code 429,
496,5536,tt0879870,movie,Eat Pray Love,Eat Pray Love,0,2010,\N,133,"Biography,Drama,Romance",eat pray love,2010-08-13,Eat Pray Love,60000000.0,80574010.0,206598789.0,Sony Pictures,PG-13,Drama,1,5.8,103598.0,The request failed: Google returned a response with code 429,
