,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index,error_message
1100,8518,tt1179891,movie,My Bloody Valentine,My Bloody Valentine,0,2009,\N,101,"Horror,Mystery,Thriller",my bloody valentine,2009-01-16,My Bloody Valentine,14000000.0,51545952.0,102836002.0,Lionsgate,R,Horror,1,5.4,59324.0,15.346153846153847,
1101,4981,tt0765120,movie,My Blueberry Nights,My Blueberry Nights,0,2007,\N,95,"Drama,Romance",my blueberry nights,2008-04-04,My Blueberry Nights,10000000.0,866778.0,22198996.0,Weinstein Co.,PG-13,Drama,1,6.6,56026.0,26.692307692307693,
1102,7096,tt1078588,movie,My Sister's Keeper,My Sister's Keeper,0,2009,\N,109,"Drama,Family",my sisters keeper,2009-06-26,My Sister's Keeper,27500000.0,49200230.0,96673002.0,Warner Bros.,PG-13,Drama,1,7.3,96896.0,6.596153846153846,
1103,5502,tt0872230,movie,My Soul to Take,My Soul to Take,0,2010,\N,107,"Horror,Mystery,Thriller",my soul to take,2010-10-08,My Soul to Take,25000000.0,14744435.0,16727470.0,Universal,R,Horror,1,4.7,21416.0,4.596153846153846,
1104,2397,tt0382189,movie,My Summer of Love,My Summer of Love,0,2004,\N,86,"Drama,Romance",my summer of love,2005-06-17,My Summer of Love,1700000.0,1000915.0,4727375.0,Focus Features,R,Drama,1,6.7,21478.0,17.71153846153846,
1105,3061,tt0465624,movie,My Super Ex-Girlfriend,My Super Ex-Girlfriend,0,2006,\N,96,"Comedy,Romance,Sci-Fi",my super exgirlfriend,2006-07-21,My Super Ex-Girlfriend,30000000.0,22530295.0,60772856.0,20th Century Fox,PG-13,Comedy,1,5.2,66358.0,6.5,
1106,14462,tt1655420,movie,My Week with Marilyn,My Week with Marilyn,0,2011,\N,99,"Biography,Drama",my week with marilyn,2011-11-23,My Week with Marilyn,10000000.0,14597405.0,34240572.0,Weinstein Co.,R,Drama,1,6.9,88963.0,3.9038461538461537,
1107,1973,tt0327056,movie,Mystic River,Mystic River,0,2003,\N,138,"Crime,Drama,Mystery",mystic river,2003-10-08,Mystic River,30000000.0,90135191.0,156822020.0,Warner Bros.,R,Drama,1,7.9,475611.0,,The request failed: Google returned a response with code 500
1108,3000,tt0457510,movie,Nacho Libre,Nacho Libre,0,2006,\N,92,"Comedy,Family,Sport",nacho libre,2006-06-16,Nacho Libre,32000000.0,80197993.0,99296462.0,Paramount Pictures,PG,Comedy,1,5.9,92206.0,6.653846153846154,
1109,2529,tt0396752,movie,Nanny McPhee,Nanny McPhee,0,2005,\N,97,"Comedy,Family,Fantasy",nanny mcphee,2006-01-27,Nanny McPhee,25000000.0,47279279.0,128745578.0,Universal,PG,Adventure,1,6.6,83241.0,10.23076923076923,
1110,2328,tt0374900,movie,Napoleon Dynamite,Napoleon Dynamite,0,2004,\N,96,Comedy,napoleon dynamite,2004-06-11,Napoleon Dynamite,400000.0,44540956.0,46122713.0,Fox Searchlight,PG,Comedy,1,7.0,232454.0,17.91304347826087,
1111,2277,tt0368891,movie,National Treasure,National Treasure,0,2004,\N,131,"Action,Adventure,Mystery",national treasure,2004-11-19,National Treasure,100000000.0,173005002.0,331323410.0,Walt Disney,PG,Adventure,1,6.9,348571.0,9.91304347826087,
1112,15493,tt1821549,movie,Nebraska,Nebraska,0,2013,\N,115,Drama,nebraska,2013-11-15,Nebraska,12000000.0,17654912.0,24761360.0,Paramount Pictures,R,Drama,1,7.7,121447.0,76.78846153846153,
1113,19173,tt2369135,movie,Need for Speed,Need for Speed,0,2014,\N,132,"Action,Crime,Thriller",need for speed,2014-03-14,Need for Speed,66000000.0,43568507.0,194169619.0,Walt Disney,PG-13,Action,1,6.4,176588.0,57.0,
1114,25562,tt4438848,movie,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,0,2016,\N,92,Comedy,neighbors  sorority rising,2016-05-20,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108758521.0,Universal,R,Comedy,1,5.7,128446.0,4.019230769230769,
1115,6361,tt1023111,movie,Never Back Down,Never Back Down,0,2008,\N,113,"Action,Drama,Sport",never back down,2008-03-14,Never Back Down,21000000.0,24850922.0,39319801.0,Summit Entertainment,PG-13,Action,1,6.5,105135.0,5.826923076923077,
1116,10660,tt1334260,movie,Never Let Me Go,Never Let Me Go,0,2010,\N,103,"Drama,Romance,Sci-Fi",never let me go,2010-09-15,Never Let Me Go,15000000.0,2434652.0,11173718.0,Fox Searchlight,R,Drama,1,7.1,151046.0,20.903846153846153,
1117,2211,tt0363282,movie,New York Minute,New York Minute,0,2004,\N,91,"Comedy,Crime,Family",new york minute,2004-05-07,New York Minute,40000000.0,14018364.0,21215882.0,Warner Bros.,PG,Comedy,1,4.9,24626.0,25.27777777777778,
1118,7372,tt1097013,movie,Next Day Air,Next Day Air,0,2009,\N,84,"Action,Comedy,Crime",next day air,2009-05-08,Next Day Air,3000000.0,10027047.0,10172519.0,Summit Entertainment,R,Comedy,1,5.7,11020.0,5.846153846153846,
1119,1857,tt0309912,movie,Nicholas Nickleby,Nicholas Nickleby,0,2002,\N,132,"Adventure,Drama,Romance",nicholas nickleby,2002-12-27,Nicholas Nickleby,10000000.0,1562800.0,1562800.0,United Artists,PG,Drama,1,7.1,13305.0,,The request failed: Google returned a response with code 500
1120,5933,tt0981227,movie,Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,0,2008,\N,90,"Comedy,Drama,Music",nick and norahs infinite playlist,2008-10-03,Nick and Norah's Infinite Playlist,10000000.0,31487293.0,33886017.0,Sony Pictures,PG-13,Drama,1,6.6,94771.0,6.25,
1121,30187,tt6781982,movie,Night School,Night School,0,2018,\N,111,Comedy,night school,2018-09-28,Night School,29000000.0,66906825.0,84406825.0,Universal,PG-13,Comedy,1,5.6,43460.0,11.903846153846153,
1122,3127,tt0477347,movie,Night at the Museum,Night at the Museum,0,2006,\N,108,"Adventure,Comedy,Family",night at the museum,2006-12-22,Night at the Museum,110000000.0,250863268.0,579446407.0,20th Century Fox,PG,Adventure,1,6.5,368752.0,5.423076923076923,
1123,2631,tt0410377,movie,Nim's Island,Nim's Island,0,2008,\N,96,"Adventure,Family,Fantasy",nims island,2008-04-04,Nim's Island,37000000.0,48006762.0,101857425.0,20th Century Fox,PG,Adventure,1,6.0,36451.0,4.673076923076923,
1124,8590,tt1186367,movie,Ninja Assassin,Ninja Assassin,0,2009,\N,99,"Action,Thriller",ninja assassin,2009-11-25,Ninja Assassin,50000000.0,38122883.0,62209892.0,Warner Bros.,R,Action,1,6.3,74595.0,12.01923076923077,
1125,3128,tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,"Crime,Drama,Thriller",no country for old men,2007-11-09,No Country for Old Men,25000000.0,74273505.0,164035753.0,Miramax,R,Action,1,8.2,1031101.0,6.596153846153846,
1126,1643,tt0283509,movie,No Man's Land,No Man's Land,0,2001,\N,98,"Comedy,Drama,War",no mans land,2001-12-07,No Man's Land,1000000.0,1067481.0,2684207.0,MGM,R,Drama,1,7.9,48380.0,,The request failed: Google returned a response with code 500
1127,16298,tt1959490,movie,Noah,Noah,0,2014,\N,138,"Action,Adventure,Drama",noah,2014-03-28,Noah,130000000.0,101200044.0,352831065.0,Paramount Pictures,PG-13,Drama,1,5.8,263405.0,29.98076923076923,
1128,518,tt0084248,movie,Nomad,Lie huo qing chun,0,1982,\N,96,"Drama,Romance,Thriller",nomad,2007-03-16,Nomad,40000000.0,79123.0,79123.0,Weinstein Co.,R,Drama,1,6.8,466.0,85.84615384615384,
1129,16781,tt2024469,movie,Non-Stop,Non-Stop,0,2014,\N,106,"Action,Mystery,Thriller",nonstop,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,Universal,PG-13,Action,1,6.9,273960.0,11.5,
1130,13958,tt1594972,movie,Norm of the North,Norm of the North,0,2016,\N,88,"Adventure,Animation,Comedy",norm of the north,2016-01-15,Norm of the North,18000000.0,17062499.0,30535660.0,Lionsgate,PG,Adventure,1,3.4,9952.0,2.6538461538461537,
1131,2520,tt0395972,movie,North Country,North Country,0,2005,\N,126,Drama,north country,2005-10-21,North Country,30000000.0,18324242.0,23676771.0,Warner Bros.,R,Drama,1,7.3,44425.0,37.11538461538461,
1132,1947,tt0322659,movie,Northfork,Northfork,0,2003,\N,103,"Drama,Fantasy",northfork,2003-07-11,Northfork,1900000.0,1420578.0,1445140.0,Paramount Vantage,PG-13,Drama,1,6.2,5560.0,,The request failed: Google returned a response with code 500
1133,1583,tt0277371,movie,Not Another Teen Movie,Not Another Teen Movie,0,2001,\N,89,Comedy,not another teen movie,2001-12-14,Not Another Teen Movie,15000000.0,37882551.0,62401343.0,Sony Pictures,R,Comedy,1,5.7,113052.0,,The request failed: Google returned a response with code 500
1134,5122,tt0795438,movie,Not Easily Broken,Not Easily Broken,0,2009,\N,99,"Drama,Romance",not easily broken,2009-01-09,Not Easily Broken,5000000.0,10572742.0,10732909.0,Sony Pictures,PG-13,Drama,1,6.1,3148.0,2.826923076923077,
1135,3059,tt0465551,movie,Notes on a Scandal,Notes on a Scandal,0,2006,\N,92,"Crime,Drama,Romance",notes on a scandal,2006-12-25,Notes on a Scandal,27500000.0,17510118.0,50578411.0,Fox Searchlight,R,Drama,1,7.4,82956.0,5.3584905660377355,
1136,197,tt0038787,movie,Notorious,Notorious,0,1946,\N,102,"Drama,Film-Noir,Romance",notorious,2009-01-16,Notorious,19000000.0,36843682.0,44972183.0,Fox Searchlight,R,Drama,1,7.9,105393.0,27.403846153846153,
1137,29061,tt6164502,movie,November,November,0,2017,\N,115,"Drama,Fantasy,Horror",november,2005-07-22,November,250000.0,191862.0,191862.0,Sony Pictures Classics,R,Drama,1,7.2,5773.0,17.653846153846153,
1138,1325,tt0234354,movie,Novocaine,Novocaine,0,2001,\N,95,"Comedy,Crime,Drama",novocaine,2001-11-16,Novocaine,6000000.0,2025238.0,2522928.0,Artisan,R,Comedy,1,5.8,11565.0,,The request failed: Google returned a response with code 500
1139,9717,tt1266029,movie,Nowhere Boy,Nowhere Boy,0,2009,\N,98,"Biography,Drama,Music",nowhere boy,2010-10-08,Nowhere Boy,1900000.0,1445366.0,7785229.0,Weinstein Co.,R,Drama,1,7.1,38315.0,17.596153846153847,
1140,979,tt0161860,movie,Nowhere in Africa,Nirgendwo in Afrika,0,2001,\N,141,"Biography,Drama,History",nowhere in africa,2003-03-07,Nowhere in Africa,6500000.0,6173485.0,6173485.0,Zeitgeist,R,Drama,1,7.5,13797.0,,The request failed: Google returned a response with code 500
1141,23328,tt3403266,tvEpisode,Nueve Reinas,Nueve Reinas,0,2002,\N,\N,"Crime,Drama,Thriller",nueve reinas,2002-04-19,Nueve Reinas,1500000.0,1222889.0,12412889.0,Sony Pictures Classics,R,Drama,1,7.9,8.0,,The request failed: Google returned a response with code 500
1142,23737,tt3602450,tvEpisode,Nurse 3D,Nurse 3D,0,2014,\N,\N,"Comedy,Horror,Talk-Show",nurse d,2014-02-07,Nurse 3D,10000000.0,0.0,0.0,Lionsgate,R,Horror,1,,,13.096153846153847,
1143,8762,tt1197628,movie,Observe and Report,Observe and Report,0,2009,\N,86,"Comedy,Crime,Drama",observe and report,2009-04-10,Observe and Report,18000000.0,24007324.0,27148898.0,Warner Bros.,R,Comedy,1,5.7,64682.0,4.826923076923077,
1144,3268,tt0496806,movie,Ocean's Thirteen,Ocean's Thirteen,0,2007,\N,122,"Crime,Thriller",oceans thirteen,2007-06-08,Ocean's Thirteen,85000000.0,117144465.0,311744465.0,Warner Bros.,PG-13,Adventure,1,6.9,361775.0,7.038461538461538,
1145,2120,tt0349903,movie,Ocean's Twelve,Ocean's Twelve,0,2004,\N,125,"Crime,Thriller",oceans twelve,2004-12-10,Ocean's Twelve,110000000.0,125531634.0,362989076.0,Warner Bros.,PG-13,Adventure,1,6.5,407434.0,8.775510204081632,
1146,14926,tt1720182,movie,October Baby,October Baby,0,2011,\N,107,Drama,october baby,2012-03-23,October Baby,1000000.0,5355847.0,5391992.0,Five & Two Pictures,PG-13,Drama,1,6.6,7823.0,8.134615384615385,
1147,19332,tt2388715,movie,Oculus,Oculus,0,2013,\N,104,"Horror,Mystery,Thriller",oculus,2014-04-11,Oculus,5000000.0,27695246.0,44115496.0,Relativity,R,Horror,1,6.5,137362.0,16.865384615384617,
1148,14879,tt1711525,movie,Office Christmas Party,Office Christmas Party,0,2016,\N,105,Comedy,office christmas party,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91340376.0,Paramount Pictures,R,Comedy,1,5.9,84701.0,3.480769230769231,
1149,5907,tt0976238,movie,Old Dogs,Old Dogs,0,2009,\N,88,"Comedy,Family",old dogs,2009-11-25,Old Dogs,35000000.0,49492060.0,95104304.0,Walt Disney,PG,Comedy,1,5.3,39191.0,16.826923076923077,
1150,1806,tt0302886,movie,Old School,Old School,0,2003,\N,88,Comedy,old school,2003-02-21,Old School,24000000.0,75155000.0,86765463.0,Dreamworks SKG,R,Comedy,1,7.0,240207.0,,The request failed: Google returned a response with code 500
1151,2381,tt0380599,movie,Oliver Twist,Oliver Twist,0,2005,\N,130,"Crime,Drama",oliver twist,2005-09-23,Oliver Twist,65000000.0,2070920.0,26670920.0,Sony/TriStar,PG-13,Drama,1,6.8,33909.0,50.30769230769231,
1152,2047,tt0337692,movie,On the Road,On the Road,0,2012,\N,124,"Adventure,Drama,Romance",on the road,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,IFC Films,R,Drama,1,6.0,42945.0,58.76923076923077,
1153,1661,tt0285823,movie,Once Upon a Time in Mexico,Once Upon a Time in Mexico,0,2003,\N,102,"Action,Crime,Thriller",once upon a time in mexico,2003-09-12,Once Upon a Time in Mexico,29000000.0,56330657.0,97413527.0,Sony Pictures,R,Action,1,6.3,167789.0,,The request failed: Google returned a response with code 500
1154,9311,tt1235796,movie,Ondine,Ondine,0,2009,\N,111,"Drama,Mystery,Romance",ondine,2010-06-04,Ondine,12000000.0,550472.0,557545.0,Magnolia Pictures,PG-13,Drama,1,6.8,22315.0,14.057692307692308,
1155,13677,tt1563738,movie,One Day,One Day,0,2011,\N,107,"Drama,Romance",one day,2011-08-19,One Day,15000000.0,13843771.0,59168692.0,Focus Features,PG-13,Drama,1,7.0,160946.0,23.826923076923077,
1156,1512,tt0265459,movie,One Hour Photo,One Hour Photo,0,2002,\N,96,"Drama,Thriller",one hour photo,2002-08-21,One Hour Photo,12000000.0,31597131.0,52223306.0,Fox Searchlight,R,Drama,1,6.8,129846.0,,The request failed: Google returned a response with code 500
1157,3151,tt0479968,movie,One Missed Call,One Missed Call,0,2008,\N,87,"Horror,Mystery",one missed call,2008-01-04,One Missed Call,20000000.0,26890041.0,44513466.0,Warner Bros.,PG-13,Horror,1,4.0,33767.0,5.096153846153846,
1158,2789,tt0430431,movie,One Night with the King,One Night with the King,0,2006,\N,123,"Biography,Drama,History",one night with the king,2006-10-13,One Night with the King,20000000.0,13395961.0,13725032.0,Rocky Mountain Pict…,PG,Drama,1,6.0,7672.0,3.576923076923077,
1159,13987,tt1598828,movie,One for the Money,One for the Money,0,2012,\N,91,"Action,Comedy,Crime",one for the money,2012-01-27,One for the Money,42000000.0,26414527.0,36197221.0,Lionsgate,PG-13,Comedy,1,5.3,43803.0,5.538461538461538,
1160,24321,tt3829920,movie,Only the Brave,Only the Brave,0,2017,\N,134,"Action,Biography,Drama",only the brave,2017-10-20,Only the Brave,38000000.0,18340051.0,24181629.0,Sony Pictures,PG-13,Drama,1,7.6,75141.0,5.519230769230769,
1161,2711,tt0420835,movie,Opal Dream,Opal Dream,0,2006,\N,85,"Drama,Family",opal dream,2006-11-22,Opal Dream,9000000.0,14443.0,14443.0,Strand,PG,Drama,1,6.5,1047.0,25.03846153846154,
1162,2563,tt0400717,movie,Open Season,Open Season,0,2006,\N,86,"Adventure,Animation,Comedy",open season,2006-09-29,Open Season,85000000.0,85105259.0,191932158.0,Sony Pictures,PG,Adventure,1,6.1,103476.0,10.846153846153847,
1163,1567,tt0273923,movie,Orange County,Orange County,0,2002,\N,82,"Comedy,Drama",orange county,2002-01-11,Orange County,18000000.0,41059716.0,43308707.0,Paramount Pictures,PG-13,Comedy,1,6.2,51512.0,,The request failed: Google returned a response with code 500
1164,8132,tt1148204,movie,Orphan,Orphan,0,2009,\N,123,"Horror,Mystery,Thriller",orphan,2009-07-24,Orphan,20000000.0,41596251.0,78769428.0,Warner Bros.,R,Drama,1,7.0,246248.0,7.25,
1165,2279,tt0368913,movie,Osama,Osama,0,2003,\N,83,Drama,osama,2004-01-30,Osama,500000.0,1127331.0,1971479.0,MGM,PG-13,Drama,1,7.3,9433.0,80.5,
1166,1087,tt0181739,movie,Osmosis Jones,Osmosis Jones,0,2001,\N,95,"Action,Adventure,Animation",osmosis jones,2001-08-10,Osmosis Jones,70000000.0,13596911.0,13596911.0,Warner Bros.,PG,Adventure,1,6.3,38062.0,,The request failed: Google returned a response with code 500
