,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index,error_message,profit,log_profit,log_production_budget,same_period_indicator,same_period_profit,same_period_rating,same_period_budget,same_period_movie_id,avg_search_index
0,0,4,804.0,3209,tt0487156,movie,In Her Line of Fire,In Her Line of Fire,0,2006,\N,88,"Action,Drama",in her line of fire,2006-04-21,In Her Line of Fire,1000000.0,884.0,884.0,Regent Releasing,R,Action,1,3.6,1074.0,3.1153846153846154,,-999116.0,18.88442032620675,13.815511557963774,1,19.137076705034726,6.5,17.72753358339242,tt0384537,20.096153846153847
1,1,6,806.0,11460,tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0,2015,\N,122,"Action,Adventure,Biography",in the heart of the sea,2015-12-11,In the Heart of the Sea,100000000.0,25020758.0,89693309.0,Warner Bros.,PG-13,Adventure,1,6.9,146203.0,5.230769230769231,The request failed: Google returned a response with code 429,-10306691.0,18.824099159012498,18.420680753952364,1,19.395854357694187,7.8,17.147715103853763,tt1596363,8.096153846153847
2,4,45,845.0,1204,tt0211443,movie,Jason X,Jason X,0,2001,\N,92,"Action,Horror,Sci-Fi",jason x,2002-04-26,Jason X,14000000.0,13121555.0,16951798.0,New Line,R,Horror,1,4.4,60445.0,5.846153846153846,The request failed: Google returned a response with code 500,2951798.0,18.908965003383283,16.454567959008102,0,0.0,0.0,0.0,,0.0
3,5,47,847.0,1499,tt0263488,movie,Jeepers Creepers,Jeepers Creepers,0,2001,\N,90,"Horror,Mystery",jeepers creepers,2001-08-31,Jeepers Creepers,10000000.0,37904175.0,58939035.0,MGM,R,Horror,1,6.2,139482.0,6.557692307692308,The request failed: Google returned a response with code 429,48939035.0,19.157553073598276,16.118095750958318,0,0.0,0.0,0.0,,0.0
4,6,50,850.0,1785,tt0300051,movie,Jersey Girl,Jersey Girl,0,2004,\N,102,"Comedy,Drama,Romance",jersey girl,2004-03-26,Jersey Girl,35000000.0,25266129.0,37066129.0,Miramax,PG-13,Comedy,1,6.2,68671.0,29.25,The request failed: Google returned a response with code 429,2066129.0,18.90351501977822,17.370858648025116,1,19.165372466996196,5.8999999999999995,17.072162650791952,"tt0066826,tt0331632,tt0335245",37.18803418803419
5,10,57,857.0,19285,tt2382396,movie,Joe,Joe,0,2013,\N,117,"Crime,Drama,Thriller",joe,2014-04-11,Joe,4000000.0,373375.0,373375.0,Roadside Attractions,R,Drama,1,6.8,50578.0,2.8076923076923075,The request failed: Google returned a response with code 500,-3626625.0,18.867757141405654,15.201805169084134,1,19.257920558136853,6.675,16.962065620189744,"tt2388715,tt2058107,tt2357291,tt2223990",13.182692307692308
6,12,62,862.0,1569,tt0274166,movie,Johnny English,Johnny English,0,2003,\N,89,"Action,Adventure,Comedy",johnny english,2003-07-18,Johnny English,45000000.0,28013509.0,163126676.0,Universal,PG,Adventure,1,6.2,170909.0,21.53846153846154,The request failed: Google returned a response with code 429,118126676.0,19.44358724052952,17.622173069956816,0,0.0,0.0,0.0,,0.0
7,13,66,866.0,1770,tt0298388,movie,Jonah: A VeggieTales Movie,Jonah: A VeggieTales Movie,0,2002,\N,82,"Adventure,Animation,Comedy",jonah a veggietales movie,2002-10-04,Jonah: A VeggieTales Movie,14000000.0,25571351.0,25608779.0,Artisan,G,Adventure,1,6.4,4448.0,20.57692307692308,The request failed: Google returned a response with code 429,11608779.0,18.960727909210394,16.454567959008102,0,0.0,0.0,0.0,,0.0
8,14,68,868.0,11546,tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,\N,94,"Action,Adventure,Comedy",journey  the mysterious island,2012-02-10,Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,Warner Bros.,PG,Adventure,1,5.7,110015.0,10.288461538461538,The request failed: Google returned a response with code 429,239146162.0,19.804838231082407,18.184958423089526,1,19.60735934491458,6.8,17.21670797295976,tt1606389,4.4423076923076925
9,15,78,878.0,983,tt0163025,movie,Jurassic Park III,Jurassic Park III,0,2001,\N,92,"Action,Adventure,Sci-Fi",jurassic park iii,2001-07-18,Jurassic Park III,93000000.0,181166115.0,365900000.0,Universal,PG-13,Action,1,5.9,335818.0,4.826923076923077,The request failed: Google returned a response with code 429,272900000.0,19.88601731472221,18.348110061870216,0,0.0,0.0,0.0,,0.0
10,17,86,886.0,1472,tt0257568,movie,Kangaroo Jack,Kangaroo Jack,0,2003,\N,89,"Action,Adventure,Comedy",kangaroo jack,2003-01-17,Kangaroo Jack,60000000.0,66723216.0,90723216.0,Warner Bros.,PG,Adventure,1,4.5,33183.0,44.30769230769231,The request failed: Google returned a response with code 500,30723216.0,19.066333809358397,17.909855136853043,0,0.0,0.0,0.0,,0.0
11,29,160,960.0,1915,tt0318155,movie,Looney Tunes: Back in Action,Looney Tunes: Back in Action,0,2003,\N,93,"Adventure,Animation,Comedy",looney tunes back in action,2003-11-14,Looney Tunes: Back in Action,80000000.0,20950820.0,54540662.0,Warner Bros.,PG,Adventure,1,5.8,39725.0,36.78846153846154,The request failed: Google returned a response with code 500,-25459338.0,18.717377038452074,18.197537205138154,0,0.0,0.0,0.0,,0.0
12,35,75,1175.0,5067,tt0785007,movie,Over Her Dead Body,Over Her Dead Body,0,2008,\N,95,"Comedy,Fantasy,Romance",over her dead body,2008-02-01,Over Her Dead Body,10000000.0,7570127.0,21596074.0,New Line,PG-13,Comedy,1,5.2,25248.0,18.73076923076923,The request failed: Google returned a response with code 429,11596074.0,18.960653871796175,16.118095750958318,1,18.805583113953308,5.2,16.811242881518265,tt0489282,4.826923076923077
13,36,78,1178.0,19860,tt2557478,movie,Pacific Rim: Uprising,Pacific Rim: Uprising,0,2018,\N,111,"Action,Adventure,Sci-Fi",pacific rim uprising,2018-03-23,Pacific Rim: Uprising,155000000.0,59185715.0,290241338.0,Universal,PG-13,Action,1,5.6,124371.0,4.826923076923077,The request failed: Google returned a response with code 429,135241338.0,19.503303678149162,18.858935681335137,1,19.027710433677044,5.9,16.658998344608747,"tt7388562,tt2296777",3.2403846153846154
14,40,75,1475.0,5354,tt0838283,movie,Step Brothers,Step Brothers,0,2008,\N,98,Comedy,step brothers,2008-07-25,Step Brothers,65000000.0,100468793.0,128468793.0,Sony Pictures,R,Comedy,1,6.9,312067.0,18.73076923076923,The request failed: Google returned a response with code 429,63468793.0,19.224782338108465,17.989897843244524,0,0.0,0.0,0.0,,0.0
15,48,16,1816.0,1311,tt0230600,movie,The Others,The Others,0,2001,\N,101,"Horror,Mystery,Thriller",others,2001-08-10,The Others,17000000.0,96522687.0,207765056.0,Miramax,PG-13,Horror,1,7.6,385787.0,11.288461538461538,The request failed: Google returned a response with code 500,190765056.0,19.675627204036868,16.648723960844016,0,0.0,0.0,0.0,,0.0
16,49,24,1824.0,1441,tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music",pianist,2002-12-27,The Pianist,35000000.0,32519322.0,111854182.0,Focus Features,R,Drama,1,8.5,885830.0,5.173076923076923,The request failed: Google returned a response with code 500,76854182.0,19.282955248144937,17.370858648025116,0,0.0,0.0,0.0,,0.0
17,50,28,1828.0,1337,tt0237572,movie,The Pledge,The Pledge,0,2001,\N,124,"Crime,Drama,Mystery",pledge,2001-01-19,The Pledge,45000000.0,19719930.0,29406132.0,Warner Bros.,R,Drama,1,6.8,65078.0,6.730769230769231,The request failed: Google returned a response with code 429,-15593868.0,18.788140255820245,17.622173069956816,0,0.0,0.0,0.0,,0.0
18,52,57,1857.0,32056,tt7587890,tvSeries,The Rookie,The Rookie,0,2018,\N,43,"Action,Crime,Drama",rookie,2002-03-29,The Rookie,22000000.0,75600072.0,80491516.0,Walt Disney,G,Drama,1,8.0,59231.0,2.8076923076923075,The request failed: Google returned a response with code 500,58491516.0,19.20225774794763,16.906553056777135,0,0.0,0.0,0.0,,0.0
19,53,62,1862.0,1982,tt0327850,movie,The Rundown,The Rundown,0,2003,\N,104,"Action,Adventure,Comedy",rundown,2003-09-26,The Rundown,85000000.0,47641743.0,80831893.0,Universal,PG-13,Action,1,6.6,113547.0,21.53846153846154,The request failed: Google returned a response with code 429,-4168107.0,18.864288381618614,18.258161826219297,0,0.0,0.0,0.0,,0.0
20,54,66,1866.0,1582,tt0277296,movie,The Scorpion King,The Scorpion King,0,2002,\N,92,"Action,Adventure,Fantasy",scorpion king,2002-04-19,The Scorpion King,60000000.0,90580000.0,165890634.0,Universal,PG-13,Action,1,5.5,143792.0,20.57692307692308,The request failed: Google returned a response with code 429,105890634.0,19.398595635585487,17.909855136853043,0,0.0,0.0,0.0,,0.0
21,55,75,1875.0,783,tt0120824,movie,The Shipping News,The Shipping News,0,2001,\N,111,Drama,shipping news,2001-12-25,The Shipping News,35000000.0,11405825.0,24405825.0,Miramax,R,Drama,1,6.7,33686.0,18.73076923076923,The request failed: Google returned a response with code 429,-10594175.0,18.8221768258866,17.370858648025116,0,0.0,0.0,0.0,,0.0
22,56,77,1877.0,1886,tt0314676,movie,The Singing Detective,The Singing Detective,0,2003,\N,109,"Comedy,Crime,Musical",singing detective,2003-10-24,The Singing Detective,8000000.0,336456.0,524747.0,Paramount Pictures,R,Comedy,1,5.4,8868.0,7.019230769230769,The request failed: Google returned a response with code 429,-7475253.0,18.84283742281266,15.894952224644102,0,0.0,0.0,0.0,,0.0
23,66,179,1979.0,851,tt0133240,movie,Treasure Planet,Treasure Planet,0,2002,\N,95,"Adventure,Animation,Family",treasure planet,2002-11-27,Treasure Planet,100000000.0,38120554.0,91800000.0,Walt Disney,PG,Adventure,1,7.2,129101.0,30.384615384615383,The request failed: Google returned a response with code 500,-8200000.0,18.83807442951342,18.420680753952364,0,0.0,0.0,0.0,,0.0
24,68,5,1205.0,5199,tt0808417,movie,Persepolis,Persepolis,0,2007,\N,96,"Animation,Biography,Drama",persepolis,2007-12-25,Persepolis,7300000.0,4443403.0,25397460.0,Sony Pictures Classics,PG-13,Drama,1,8.0,98594.0,3.1538461538461537,The request failed: Google returned a response with code 429,18097460.0,18.997841492122337,15.803385043104912,1,19.09780808740439,6.800000000000001,16.857696938774847,"tt0427309,tt0825232,tt0469494,tt0507925,tt0841046,tt0887719,tt0472062",7.835164835164835
25,69,6,1206.0,26853,tt5117670,movie,Peter Rabbit,Peter Rabbit,0,2018,\N,95,"Adventure,Comedy,Crime",peter rabbit,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347134901.0,Sony Pictures,PG,Adventure,1,6.6,46642.0,5.230769230769231,The request failed: Google returned a response with code 429,297134901.0,19.94048909567036,17.72753358339242,1,19.511516677498314,4.9,17.519775867169162,"tt6802308,tt4477536",5.355769230769231
26,71,19,1219.0,2609,tt0407121,movie,Pooh's Heffalump Movie,Pooh's Heffalump Movie,0,2005,\N,68,"Adventure,Animation,Comedy",poohs heffalump movie,2005-02-11,Pooh's Heffalump Movie,20000000.0,18098433.0,55686944.0,Walt Disney,G,Adventure,1,6.4,8203.0,6.09433962264151,The request failed: Google returned a response with code 429,35686944.0,19.092026720892292,16.811242881518265,0,0.0,0.0,0.0,,0.0
27,73,25,1225.0,23489,tt3488328,movie,Pound of Flesh,Pound of Flesh,0,2015,\N,104,"Action,Thriller",pound of flesh,2015-05-15,Pound of Flesh,7500000.0,0.0,0.0,Entertainment One,R,Action,1,5.1,6897.0,11.01923076923077,The request failed: Google returned a response with code 429,-7500000.0,18.84267516056912,15.830413711839864,1,19.320908356623878,6.75,16.320828708345484,"tt1392190,tt0867270",36.79807692307693
28,74,28,1228.0,2657,tt0414387,movie,Pride & Prejudice,Pride & Prejudice,0,2005,\N,129,"Drama,Romance",pride  prejudice,2005-11-11,Pride & Prejudice,28000000.0,38372662.0,126549607.0,Focus Features,PG,Drama,1,7.8,320026.0,6.730769230769231,The request failed: Google returned a response with code 429,98549607.0,19.370598140657606,17.147715103853763,1,18.95739647667505,6.166666666666667,17.466946979033292,"tt0398017,tt13057454,tt0430308",8.35897435897436
29,77,45,1245.0,1343,tt0238546,movie,Queen of the Damned,Queen of the Damned,0,2002,\N,101,"Drama,Fantasy,Horror",queen of the damned,2002-02-22,Queen of the Damned,35000000.0,30307804.0,30307804.0,Warner Bros.,R,Horror,1,5.2,59125.0,5.846153846153846,The request failed: Google returned a response with code 500,-4692196.0,18.860919544422046,17.370858648025116,0,0.0,0.0,0.0,,0.0
30,79,47,1247.0,7037,tt1075287,tvEpisode,Quinceanera,Quinceanera,0,2008,\N,23,"Adventure,Comedy,Drama",quinceanera,2006-08-02,Quinceanera,400000.0,1692693.0,2797199.0,Sony Pictures Classics,R,Drama,1,7.5,237.0,6.557692307692308,The request failed: Google returned a response with code 429,2397199.0,18.90555574416391,12.899222326086994,1,18.969174763669027,5.8999999999999995,17.181587860950355,"tt0429589,tt0448075,tt0430357",7.647435897435898
31,82,58,1258.0,1899,tt0316188,movie,Raising Victor Vargas,Raising Victor Vargas,0,2002,\N,88,"Drama,Romance",raising victor vargas,2003-03-28,Raising Victor Vargas,800000.0,2073984.0,2900578.0,Samuel Goldwyn Films,R,Drama,1,7.2,5662.0,7.923076923076923,The request failed: Google returned a response with code 429,2100578.0,18.903727558568743,13.592368256649282,0,0.0,0.0,0.0,,0.0
32,84,75,1275.0,5508,tt0873886,movie,Red State,Red State,0,2011,\N,88,"Action,Crime,Horror",red state,2011-09-23,Red State,4000000.0,1065429.0,1983596.0,Smodshow Productions,R,Horror,1,6.1,66373.0,18.73076923076923,The request failed: Google returned a response with code 429,-2016404.0,18.878001769146245,15.201805169084134,1,18.92929276272262,6.900000000000001,17.669415790217176,"tt1448755,tt1586752,tt1210166",5.9102564102564115
33,99,0,400.0,14973,tt1730687,movie,Darling Companion,Darling Companion,0,2012,\N,103,"Comedy,Drama,Romance",darling companion,2012-04-20,Darling Companion,12000000.0,793352.0,1200346.0,Sony Pictures Classics,PG-13,Comedy,1,5.2,3758.0,16.576923076923077,The request failed: Google returned a response with code 429,-10799654.0,18.820800571468496,16.300417291085605,1,19.26066838107619,6.4,17.034386422832473,tt1327194,8.5
34,100,2,402.0,3065,tt0466342,movie,Date Movie,Date Movie,0,2006,\N,83,"Comedy,Romance",date movie,2006-02-17,Date Movie,20000000.0,48548426.0,85146165.0,20th Century Fox,PG-13,Comedy,1,2.8,61580.0,40.96153846153846,The request failed: Google returned a response with code 429,65146165.0,19.2322603759193,16.811242881518265,1,19.083670507938578,6.75,16.28633192462605,"tt0397313,tt0380817",13.778846153846153
35,101,5,405.0,2816,tt0433362,movie,Daybreakers,Daybreakers,0,2009,\N,98,"Action,Horror,Sci-Fi",daybreakers,2010-01-08,Daybreakers,20000000.0,30101577.0,51445503.0,Lionsgate,R,Horror,1,6.4,133591.0,3.1538461538461537,The request failed: Google returned a response with code 429,31445503.0,19.07011375167346,16.811242881518265,1,18.9011641987452,6.4,16.705882371415992,tt0403702,5.461538461538462
36,108,19,419.0,2190,tt0361500,movie,Delgo,Delgo,0,2008,\N,94,"Adventure,Animation,Comedy",delgo,2008-12-12,Delgo,40000000.0,915840.0,915840.0,Freestyle Releasing,PG,Adventure,1,4.3,3152.0,6.09433962264151,The request failed: Google returned a response with code 429,-39084160.0,18.610605332642937,17.504390037078213,1,19.297397523362253,7.283333333333334,16.259788078063863,"tt0918927,tt0970416,tt0976051,tt1125849,tt1152850,tt1205489",19.099358974358974
37,110,23,423.0,25979,tt4645330,movie,Denial,Denial,0,2016,\N,109,"Biography,Drama",denial,2016-09-30,Denial,10000000.0,4073448.0,9263940.0,Bleecker Street,PG-13,Drama,1,6.8,22967.0,16.807692307692307,The request failed: Google returned a response with code 429,-736060.0,18.88607339018626,16.118095750958318,1,18.77095383878548,7.05,16.96682019189898,"tt1860357,tt3721936",17.08653846153846
38,111,25,425.0,2539,tt0398017,movie,Derailed,Derailed,0,2005,\N,108,"Crime,Drama,Thriller",derailed,2005-11-11,Derailed,22000000.0,36020063.0,57520063.0,Weinstein Co.,R,Action,1,6.6,75672.0,11.01923076923077,The request failed: Google returned a response with code 429,35520063.0,19.091173561279692,16.906553056777135,1,19.050538003134353,6.566666666666667,17.547334328058835,"tt0414387,tt13057454,tt0430308",6.92948717948718
39,113,30,430.0,2260,tt0367652,movie,Deuce Bigalow: European Gigolo,Deuce Bigalow: European Gigolo,0,2005,\N,83,Comedy,deuce bigalow european gigolo,2005-08-12,Deuce Bigalow: European Gigolo,22000000.0,22400154.0,45273464.0,Sony Pictures,R,Comedy,1,4.7,52763.0,6.096153846153846,The request failed: Google returned a response with code 429,23273464.0,19.02648993964668,16.906553056777135,1,18.905720329990533,6.05,17.461915279962696,"tt0326905,tt0403016,tt0397101,tt0430105",13.951923076923078
40,119,50,450.0,15665,tt1840309,movie,Divergent,Divergent,0,2014,\N,139,"Action,Adventure,Mystery",divergent,2014-03-21,Divergent,85000000.0,150947895.0,276014965.0,Lionsgate,PG-13,Adventure,1,6.6,479624.0,29.25,The request failed: Google returned a response with code 429,191014965.0,19.676339418697797,18.258161826219297,1,18.866776239799094,6.3999999999999995,17.004848882261392,"tt2281587,tt1747958,tt1777595",31.801282051282055
41,123,56,456.0,19414,tt2402105,movie,Dom Hemingway,Dom Hemingway,0,2013,\N,93,"Comedy,Crime,Drama",dom hemingway,2014-04-02,Dom Hemingway,7000000.0,523511.0,1857458.0,Fox Searchlight,R,Comedy,1,6.1,27432.0,7.365384615384615,The request failed: Google returned a response with code 429,-5142542.0,18.858015632419384,15.761420849876721,1,19.63898273049047,6.433333333333334,18.335070888344724,"tt1959490,tt1742334,tt1843866",21.987179487179485
42,124,58,458.0,9807,tt1270761,movie,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,0,2010,\N,99,"Fantasy,Horror,Thriller",dont be afraid of the dark,2011-08-26,Don't Be Afraid of the Dark,25000000.0,24046682.0,39126427.0,FilmDistrict,R,Horror,1,5.5,50263.0,7.923076923076923,The request failed: Google returned a response with code 429,14126427.0,18.97529219103564,17.034386422832473,1,18.897273046657812,5.960000000000001,14.880044727918142,"tt1562568,tt1637706,tt1470020,tt1233192,tt1684628",26.103846153846156
43,126,62,462.0,3181,tt0483607,movie,Doomsday,Doomsday,0,2008,\N,113,"Action,Sci-Fi,Thriller",doomsday,2008-03-14,Doomsday,33000000.0,11008770.0,21621188.0,Universal,R,Action,1,5.9,79101.0,21.53846153846154,The request failed: Google returned a response with code 429,-11378812.0,18.81691127093074,17.312018149733785,1,19.370066224563566,6.7,17.55909743476302,"tt1023111,tt7813342",5.509615384615385
44,127,65,465.0,5692,tt0918927,movie,Doubt,Doubt,0,2008,\N,104,"Drama,Mystery",doubt,2008-12-12,Doubt,20000000.0,33446470.0,53191101.0,Miramax,PG-13,Drama,1,7.5,134569.0,37.26923076923077,The request failed: Google returned a response with code 429,33191101.0,19.079190422781465,16.811242881518265,1,19.219300008339165,6.75,16.375312603990523,"tt0361500,tt0970416,tt0976051,tt1125849,tt1152850,tt1205489",13.903543783260766
45,128,66,466.0,6812,tt1056477,movie,Down for Life,Down for Life,0,2009,\N,92,Drama,down for life,2011-01-14,Down for Life,3800000.0,41914.0,41914.0,B.D. Fox Independent,R,Drama,1,6.9,359.0,20.57692307692308,The request failed: Google returned a response with code 429,-3758086.0,18.86691610124202,15.150511887854474,1,19.170688002217467,5.55,18.289998373573475,"tt1578275,tt0990407",6.0
46,131,73,473.0,7384,tt1098327,movie,Dragonball Evolution,Dragonball Evolution,0,2009,\N,85,"Action,Adventure,Fantasy",dragonball evolution,2009-04-10,Dragonball Evolution,30000000.0,9362785.0,58228460.0,20th Century Fox,PG,Adventure,1,2.5,78250.0,6.326923076923077,The request failed: Google returned a response with code 429,28228460.0,19.05316700109948,17.21670797295976,1,18.94628994415414,5.7,16.705882371415992,tt1197628,4.826923076923077
47,132,75,475.0,12401,tt1462041,movie,Dream House,Dream House,0,2011,\N,92,"Drama,Mystery,Thriller",dream house,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,Universal,PG-13,Horror,1,6.0,68621.0,18.73076923076923,The request failed: Google returned a response with code 429,-8357834.0,18.837034138934992,17.72753358339242,1,18.92487055286872,6.900000000000001,15.445627194689772,"tt1675192,tt0466893,tt1630036",20.596153846153843
48,133,77,477.0,10783,tt1343727,movie,Dredd,Dredd,0,2012,\N,95,"Action,Crime,Sci-Fi",dredd,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0,Lionsgate,R,Action,1,7.1,288919.0,7.019230769230769,The request failed: Google returned a response with code 429,-3532394.0,18.868359562494774,17.622173069956816,1,18.97336669439773,6.733333333333333,16.67911574789898,"tt1659337,tt2083383,tt1582507",9.37179487179487
49,134,78,478.0,5248,tt0817538,movie,Drillbit Taylor,Drillbit Taylor,0,2008,\N,110,"Action,Comedy,Crime",drillbit taylor,2008-03-21,Drillbit Taylor,40000000.0,32862104.0,49686263.0,Paramount Pictures,PG-13,Comedy,1,5.7,61917.0,4.826923076923077,The request failed: Google returned a response with code 429,9686263.0,18.9494617840881,17.504390037078213,1,19.00153855273699,5.8,15.873439428709341,"tt0427998,tt0440803,tt1047494",18.44230769230769
50,141,97,497.0,7159,tt1083452,movie,Eddie the Eagle,Eddie the Eagle,0,2015,\N,106,"Adventure,Biography,Comedy",eddie the eagle,2016-02-26,Eddie the Eagle,23000000.0,15789389.0,45061177.0,20th Century Fox,PG-13,Drama,1,7.3,98514.0,4.961538461538462,The request failed: Google returned a response with code 429,22061177.0,19.01985333141486,16.951004817371683,1,18.881817452993612,5.4,18.757152987716438,tt2404233,4.980769230769231
51,142,100,500.0,2535,tt0397313,movie,Eight Below,Eight Below,0,2006,\N,120,"Adventure,Drama,Family",eight below,2006-02-17,Eight Below,40000000.0,81612565.0,120455994.0,Walt Disney,PG,Adventure,1,7.3,67286.0,16.615384615384617,The request failed: Google returned a response with code 429,80455994.0,19.29804765779552,17.504390037078213,1,19.050776867000465,4.5,15.939758346846077,"tt0466342,tt0380817",25.951923076923077
52,143,106,506.0,2654,tt0414055,movie,Elizabeth: The Golden Age,Elizabeth: The Golden Age,0,2007,\N,114,"Biography,Drama,History",elizabeth the golden age,2007-10-12,Elizabeth: The Golden Age,55000000.0,16285240.0,74870866.0,Universal,PG-13,Drama,1,6.8,74205.0,8.923076923076923,The request failed: Google returned a response with code 429,19870866.0,19.00774974584042,17.822843761378564,1,18.965638068205397,7.05,16.744477193063144,"tt0805564,tt0498399",5.663461538461538
53,159,110,2110.0,6673,tt1045778,movie,Year One,Year One,0,2009,\N,97,Comedy,year one,2009-06-19,Year One,60000000.0,43337279.0,57604723.0,Sony Pictures,PG-13,Comedy,1,4.9,102058.0,3.1538461538461537,The request failed: Google returned a response with code 429,-2395277.0,18.87560070955811,17.909855136853043,0,0.0,0.0,0.0,,0.0
54,161,112,2112.0,6961,tt1068680,movie,Yes Man,Yes Man,0,2008,\N,104,"Comedy,Romance",yes man,2008-12-19,Yes Man,50000000.0,97690976.0,225990976.0,Warner Bros.,PG-13,Comedy,1,6.8,377240.0,13.096153846153848,,175990976.0,19.632594863400232,17.72753358339242,1,19.20188128671927,7.2,17.107206651253033,"tt0420238,tt1125849,tt0814314",7.794871794871795
55,165,73,1073.0,2287,tt0369735,movie,Monster-in-Law,Monster-in-Law,0,2005,\N,101,"Comedy,Romance",monsterinlaw,2005-05-13,Monster-in-Law,45000000.0,82931301.0,155931301.0,New Line,PG-13,Comedy,1,5.5,64437.0,6.326923076923077,The request failed: Google returned a response with code 429,110931301.0,19.417375848552904,17.622173069956816,0,0.0,0.0,0.0,,0.0
56,167,98,1098.0,24155,tt3760922,movie,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,0,2016,\N,94,"Comedy,Romance",my big fat greek wedding ,2016-03-25,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92057814.0,Universal,PG-13,Comedy,1,6.0,34557.0,5.0,,74057814.0,19.271078715454127,16.705882371415992,1,18.86175187984669,,16.118095750958318,tt0238210,5.0
57,168,99,1099.0,2442,tt0385890,movie,My Big Fat Independent Movie,My Big Fat Independent Movie,0,2005,\N,80,Comedy,my big fat independent movie,2005-09-30,My Big Fat Independent Movie,3000000.0,4655.0,4655.0,Big Fat Movies,R,Comedy,1,3.2,1421.0,8.48076923076923,,-2995345.0,18.871786018923807,14.91412317996566,1,18.8700413848017,6.949999999999999,16.026452480229622,"tt0378109,tt0367089,tt0379786,tt0361715,tt0395543,tt6412882,tt0388980",15.631868131868133
58,169,6,606.0,14480,tt1658801,movie,Freeheld,Freeheld,0,2015,\N,103,"Biography,Drama,Romance",freeheld,2015-10-02,Freeheld,7000000.0,546201.0,1732228.0,Lionsgate,PG-13,Drama,1,6.6,13066.0,5.230769230769231,The request failed: Google returned a response with code 429,-5267772.0,18.857206626101124,15.761420849876721,1,18.84508978433066,7.3,17.549196115708767,"tt3488710,tt2072227",59.25961538461539
59,173,53,653.0,19316,tt2385753,tvEpisode,"Gone, Baby, Gone","Gone, Baby, Gone",0,2012,\N,44,"Comedy,Drama,Romance",gone baby gone,2007-10-19,"Gone, Baby, Gone",19000000.0,20300218.0,34352162.0,Miramax,R,Drama,1,8.3,223.0,10.865384615384617,The request failed: Google returned a response with code 429,15352162.0,18.982306869803722,16.75994958976229,1,18.93115939779519,7.199999999999999,15.934603656146477,"tt0049833,tt0469623,tt0477139,tt0389722",18.495192307692307
60,174,68,668.0,14814,tt1703199,movie,Grave Encounters,Grave Encounters,0,2011,\N,92,"Horror,Mystery",grave encounters,2011-09-09,Grave Encounters,2000000.0,0.0,2151887.0,TriBeca Films,,Horror,1,6.1,62598.0,10.288461538461538,The request failed: Google returned a response with code 429,151887.0,18.891633222897813,14.508658238524095,1,18.868571870101455,5.375,15.745182133430529,"tt1151410,tt1291584,tt1411664,tt0088961",35.55769230769231
61,175,97,697.0,11632,tt1402488,movie,Happy Feet Two,Happy Feet Two,0,2011,\N,117,"Adventure,Animation,Comedy",happy feet two,2011-11-18,Happy Feet Two,135000000.0,64006466.0,157956466.0,Warner Bros.,PG,Adventure,1,5.8,46959.0,4.961538461538462,The request failed: Google returned a response with code 429,22956466.0,19.02475879726061,18.72078534381011,1,19.166153715023047,6.800000000000001,16.80378692987585,"tt1033575,tt1655420,tt1571222,tt1719071,tt1430607,tt1204342",8.76602564102564
62,176,125,725.0,13670,tt1562568,movie,Higher Ground,Higher Ground,0,2011,\N,109,Drama,higher ground,2011-08-23,Higher Ground,1800000.0,841056.0,842693.0,Sony Pictures Classics,R,Drama,1,6.2,3256.0,47.86538461538461,,-957307.0,18.884683239863882,14.403297778421793,1,18.951905220170758,6.016666666666667,15.592478851622424,"tt1270761,tt1563738,tt1637706,tt1470020,tt1233192,tt1684628",19.067307692307693
63,179,0,1600.0,2604,tt0406650,movie,The Chumscrubber,The Chumscrubber,0,2005,\N,108,"Comedy,Drama",chumscrubber,2005-08-05,The Chumscrubber,6800000.0,49526.0,49526.0,Picturehouse,R,Drama,1,6.9,18997.0,16.576923076923077,The request failed: Google returned a response with code 429,-6750474.0,18.8475780463158,15.732433317205148,1,18.887525826524595,7.15,14.63984046691155,"tt0418773,tt0384488",17.07692307692308
64,181,2,1602.0,15086,tt1748227,movie,The Collection,The Collection,0,2012,\N,82,"Horror,Thriller",collection,2012-11-30,The Collection,10000000.0,6810754.0,8890094.0,LD Distribution,R,Horror,1,6.1,53111.0,40.96153846153846,The request failed: Google returned a response with code 429,-1109906.0,18.883723294762287,16.118095750958318,0,0.0,0.0,0.0,,0.0
